text,brand,sentiment,sentiment_simple,parent_brand
mayer also admits that google needs to &quot;step up&quot; its customer support for google maps. #sxsw,Other Google product or service,Negative emotion,Negative,Google
"here we go again! rt @mention google to launch major new social network called circles, possibly today {link} #sxsw",Google,No emotion toward brand or product,Neutral,Google
#google to announce google circles social network at #sxsw {link} #seo #sem #googlecircles #topnews,Google,No emotion toward brand or product,Neutral,Google
1 hour ago apple didn't have a store in downtown austin and now there is a store with hundreds of people there! #ipad2 #sxsw,Apple,Positive emotion,Positive,Apple
heading to austin #sxsw on wkend. love that @mention set up a pop-up store (6th &amp; congress) to deal with mass geek influx during ipad2 release,Apple,Positive emotion,Positive,Apple
heading to austin for #sxsw? the @mention austin guide for #iphone is free for a limited time {link} #lp #travel,iPad or iPhone App,Positive emotion,Positive,Apple
heading to austin? check out evr's #sxsw preview show: {link} also available under 'shows' via #evrmobile for iphone &amp; android,Apple,No emotion toward brand or product,Neutral,Apple
heading to ballroom d to see google's marissa mayer with @mention #sxsw,Google,No emotion toward brand or product,Neutral,Google
excited to be part of the @mention twitter family!  stop by the pepsico playground at #sxsw to learn how you can win an ipad!,Apple,No emotion toward brand or product,Neutral,Apple
best photo booth so far at google's league of extraordinary h4ckers! #sxsw  {link},Google,Positive emotion,Positive,Google
"i tried to buy an ipad this week at the #sxsw apple store, but every time i go, they are sold out of the one i want.",iPad,Positive emotion,Positive,Apple
idea is to combine google analytics with other tools so you know your website or program is doing something. #sxsw #bavcid,Other Google product or service,Positive emotion,Positive,Google
warning to dictators: you can no longer hide your stinkin' f1 racetrack in your backyard ...say hello to google earth. #sxsw,Google,No emotion toward brand or product,Neutral,Google
#google to expensive mobile data plans are killing the flavor of contextual discovery abroad #sxsw #pnid,Google,Negative emotion,Negative,Google
4g will do for connectivity what the iphone did for smart phones - joe berry #sxsw #connectedcar,iPhone,Positive emotion,Positive,Apple
heading to free google-sponsored happy hour for semantic web austin @mention fogo de chìáo #sxsw,Google,Positive emotion,Positive,Google
{link} two friendly austin police guarding the apple store with ipad in hand #sxsw,Apple,No emotion toward brand or product,Neutral,Apple
we need to get ipad 2! @mention apple opening up temp. store in downtown austin for #sxsw  ipad 2 launch bit.ly/g03mzb via @mention,iPad,Positive emotion,Positive,Apple
one way to go about the job search at #sxsw - &quot;are you guys hiring&quot; - man in audience to google's @mention during q&amp;a,Google,No emotion toward brand or product,Neutral,Google
"decided to go to la instead of #sxsw, because my at&amp;t iphone would be about as useful as a brick in austin.",iPhone,Negative emotion,Negative,Apple
i guess no google social network just yet. but soon? #socialmedia #sxsw #facebook #monopoly #integration {link},Google,No emotion toward brand or product,Neutral,Google
heading to hear @mention but detouring to the pop up apple store #sxsw,Apple,No emotion toward brand or product,Neutral,Apple
feeling so inspired coming out of #sxsw that i just apple tv'ed the social network. #justinjustinjustin,Apple,Positive emotion,Positive,Apple
heading to ipad design headaches in hilton - salon j #sxsw,Apple,Negative emotion,Negative,Apple
excited to know more about google circles. lucky folks at sxsw to be the first to see? possible launch today: {link} #sxsw,Other Google product or service,Positive emotion,Positive,Google
curious to know what devs are thinking ref. iphone vs android development at #sxsw buzz still seems to favour iphone this year.,iPhone,Positive emotion,Positive,Apple
"#google to launch major new social network called #circles, possibly today {link} #sxsw",Google,No emotion toward brand or product,Neutral,Google
"#google to launch major new social network called #circles, possibly today {link} rt @mention #sxsw",Google,No emotion toward brand or product,Neutral,Google
"#google to launch major new social network called #circles, possibly today #sxsw {link}",Google,No emotion toward brand or product,Neutral,Google
"#google to launch major new social network called circles, possibly today {link} #socailmedia #facebook #networks #sxsw #tech",Google,No emotion toward brand or product,Neutral,Google
"#google to launch major new social network called circles, possibly today by @mention {link} via @mention #sm #sxsw",Google,No emotion toward brand or product,Neutral,Google
"google  to launch major new social network called circles, possibly today {link} #sxsw",Google,No emotion toward brand or product,Neutral,Google
google 'to launch social network in may' - independent.ie {link} #sxsw,Google,No emotion toward brand or product,Neutral,Google
it is also limited in its abilities. its a balance. rt @mention @mention an ipad is cheaper than most laptops. #newsapps #sxsw,Apple,I can't tell,Neutral,Apple
awesome to meet @mention @mention and @mention standing in the apple queue at #sxsw yesterday. on to day 2.,Apple,No emotion toward brand or product,Neutral,Apple
excited to meet the @mention at #sxsw so i can show them my sprint galaxy s still running android 2.1.   #fail,Android,Negative emotion,Negative,Google
excited to meet the @mention team on the way to the apple store. go download their app if you're in #sxsw!  {link},iPad or iPhone App,Positive emotion,Positive,Apple
"he came to my school last thursday, on febuary the {link} ipad #sxsw",Apple,No emotion toward brand or product,Neutral,Apple
great demo of #google maps from marissa mayer. 3d views are amazing. more than 150m mobile users. #sxsw,Other Google product or service,Positive emotion,Positive,Google
iphone too old for #sxsw schedule app. oh noes.  #rejection,iPhone,Negative emotion,Negative,Apple
"excited to say that i haven't used foursquare, gowalla, or google places since i've gotten to #sxsw...and i've survived. amazing.",Google,Positive emotion,Positive,Google
pleased to see josh clark has featured a few @mention clients in his ipad design presentation.  #sxsw,iPad,Positive emotion,Positive,Apple
"excited to see this! rt @mention google to launch major new social network called circles, possibly today {link} #sxsw",Other Google product or service,Positive emotion,Positive,Google
anxious to see what google has in store for #sxsw today.,Google,Positive emotion,Positive,Google
"be sure to stop by our sxsw booth today. show me one of our games running on your ipad 2, you could get a free gift! #sxsw  #sxsw11",iPad,Positive emotion,Positive,Apple
excited to tell y'all about the wonders of android today at #sxsw! see you soon.,Android,Positive emotion,Positive,Google
heading to the apple pop-up store at #sxsw,Apple,No emotion toward brand or product,Neutral,Apple
so went to the apple store (kingston) as friends at #sxsw have new ipad's ... so got something to cheer myself up :) {link},iPad,Positive emotion,Positive,Apple
made it to the front of the line at the apple store at #sxsw #ipad2,Apple,No emotion toward brand or product,Neutral,Apple
strange to think that last year there was no ipad and the ie9 preview was just released. #sxsw,Apple,No emotion toward brand or product,Neutral,Apple
"welcome to tx. make friends, spend lotsa money &amp; most importantly, look up from ur iphone occasionally if u expect not 2 get run over #sxsw",Apple,No emotion toward brand or product,Neutral,Apple
anyone who was going to buy a new ipad should donate to #japan #tsunami victims instead. #sxsw,Apple,I can't tell,Neutral,Apple
there's no way that you an call the ipad count at #sxsw reasonable. i think there's one for every 2 people.,iPad,Negative emotion,Negative,Apple
google two-factor auth is awesome when you're using public computers. just used it at #sxsw {link},Google,Positive emotion,Positive,Google
"really? so, no google me or circles for now? rt @mention we're not launching any products at #sxsw but we're doing plenty else.",Google,No emotion toward brand or product,Neutral,Google
fantastico! rt @mention marissa mayer: google will connect the digital &amp; physical worlds through mobile - {link} #sxsw,Google,Positive emotion,Positive,Google
mine toooo! rt @mention my #ipad envy is through. the. roof. thanks every other person at #sxsw,iPad,Positive emotion,Positive,Apple
umm. hello!! what about android?! rt @mention awesome new version of @mention for iphone and new web site coming after #sxsw.,Android,Positive emotion,Positive,Google
found a road dawg to check out this ipad store #sxsw @mention,iPad,Positive emotion,Positive,Apple
two ipad observations at #sxsw. vast majority of people using them. seen lots of 2s today. looks nice. #appletakingoverworld,iPad,Positive emotion,Positive,Apple
talking local search. no surprises. // does google hotpot weight those reviews heavier than other sites' in results? cc @mention #sxsw,Google,No emotion toward brand or product,Neutral,Google
talking social media monitoring platforms; sm2 vs radian6 vs google analytics #smmnextgen #sxsw -- right in line w/ a convo i had last night,Google,No emotion toward brand or product,Neutral,Google
the 35 #socialmedia and #music stories you may have missed this weekend {link} via @mention #sxsw #ipad2 #iphone,Apple,No emotion toward brand or product,Neutral,Apple
apple autocorrect is so weird. ogilvy autocorrects to idiocy. #ogilvynotes #sxsw :),Apple,Negative emotion,Negative,Apple
"sweet, good for you! @mention i have my #ipad 2 for verizon. my life has just peaked. #sxsw",iPad,Positive emotion,Positive,Apple
earlier today: a story about a guy named shawn blanc {link} #mac #apple #sxsw cc: @mention,Apple,No emotion toward brand or product,Neutral,Apple
at home today. @mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;,Apple,I can't tell,Neutral,Apple
"#googledoodle #sxsw google doodles, simple on the surface, complex and intricate underneath.",Other Google product or service,Positive emotion,Positive,Google
"google doodle is kind of social agenda, reminding us of facts and events that belong to all of us. #sxsw #googledoodle",Other Google product or service,Positive emotion,Positive,Google
"google doodles aim to bring people together socially, promote communal experience. #sxsw #googledoodles",Google,No emotion toward brand or product,Neutral,Google
google doodles always strive to respect and complement the original artwork. #googledoodle #sxsw,Google,Positive emotion,Positive,Google
"google product showcases never feel that cool. no price tag, brand equity, wow factor attached. #sxsw marissa mayer",Google,Negative emotion,Negative,Google
does anybody know where the apple pop-up store is? #sxsw,Apple,No emotion toward brand or product,Neutral,Apple
#google doesn't view itself as the final end but rather a tool pointing users to sources to make their decisions. #marissagoogle #sxsw,Google,No emotion toward brand or product,Neutral,Google
"in light of #sxsw &amp; #ipad2 launch, #tech cannot forget #quake victims in #japan. do good tech: #google #peoplefinder. {link}",Apple,No emotion toward brand or product,Neutral,Apple
speaking of #sxsw: how about that #apple store on 6th and congress? wouldn't it be great if it were permanent....? ;),Apple,Positive emotion,Positive,Apple
"the cult of apple: emotional responses, experiences, magical, works of art, control of the ecosystem. #sxsw #technopriest",Apple,No emotion toward brand or product,Neutral,Apple
"in honor of apple's #sxsw pop-up shop, here are some thoughts on how landlords &amp; leasing agents can utilize pop-up shops. {link}",Apple,Positive emotion,Positive,Apple
millions of dollars have been saved at one company through the adoption of google docs. incenticize your it teams #evolvingworkplace #sxsw,Google,Positive emotion,Positive,Google
the hive of innovation but yet every booth at the #sxsw trade show had the exact same promotional idea: ipad 2 raffle!,Apple,I can't tell,Neutral,Apple
millions of iphone cases at #sxsw trade show but can any of them double as shuffleboard wax sprinklers? i think not. #fail (cc @mention,Apple,No emotion toward brand or product,Neutral,Apple
"speaking of mapping @mention #sxsw #mindjet will give away an ipad 2 for the best  of show. entering is ez, see details: {link}",Apple,No emotion toward brand or product,Neutral,Apple
cashmere of mashable: thinks the ipad 2 is not a huge step up. now waiting for the apple pr team to parachute into the #sxsw session.,iPad,Negative emotion,Negative,Apple
"andrew k of prx equates the homogeneity of the apple ecosystem w predictability, vs android's wild west. #imaconf #sxsw #drumbeat #mojo",Apple,Negative emotion,Negative,Apple
"download of the day: lonely planet austin, free for a limited time {link} #iphone",Apple,No emotion toward brand or product,Neutral,Apple
this app of themostist.com is made for mobile (ios / android). it will also work in safari or google chrome. #sxsw,Google,No emotion toward brand or product,Neutral,Google
"i used 2 of those rt @mention my #agnerd confession, using laptop, ipad &amp; blackberry to follow #sxsw from afar to see #agchat rock it",Apple,No emotion toward brand or product,Neutral,Apple
how many of you are in austin? follow @mention to find out what our googlers are up to at #sxsw {link},Google,No emotion toward brand or product,Neutral,Google
how many of you don't use apple? cause no one uses windows voluntarily.  #kawasaki #thisisdare #sxsw,Apple,No emotion toward brand or product,Neutral,Apple
"for many of you that asked last night about the free android phone... sign up for urthots.com, then visit urthots.com/promo #sxswi #sxsw",Android,Positive emotion,Positive,Google
aron pilhofer of the new york times and design guru khoi vinh express scepticism about ipad news apps at #sxsw {link},iPad or iPhone App,Negative emotion,Negative,Apple
bandcamp offering more than one day of free streaming music... {link} #music #bandcamp #music #sxsw #sxsw_2011 #cyber #iphone,Apple,No emotion toward brand or product,Neutral,Apple
join actsofsharing.com tonight.  the person with the most friends in their city by end of #sxsw wins an ipad 2!!!,iPad,Positive emotion,Positive,Apple
at microsoft lounge 4th floor. first 5 iphone / android developers to stop by before 2:45 get free entry into windows phone mp ($99) #sxsw,Apple,No emotion toward brand or product,Neutral,Apple
google rooftop hacking party! with lego mindstorms. #sxsw @mention speakeasy rooftop {link} #photo,Google,No emotion toward brand or product,Neutral,Google
at the google / aclu 1980s party with a college friend i haven't seen in 18 years. #sxsw is magic. @mention,Google,No emotion toward brand or product,Neutral,Google
"unlike google analytics, this is meant to show to others and has sharing capabilities. #sxsw #bavcid",Google,No emotion toward brand or product,Neutral,Google
"apple, google at&amp;t have a surplus of cash, brand loyalty/mobile leash and will make mobile payments easy #bankinnovation #sxsw",Apple,Positive emotion,Positive,Apple
i have google circles invites! follow me if you are interested! #google #circles #sxsw,Other Google product or service,Positive emotion,Positive,Google
at the google dev event surrounded by people much smarter than me. rock on! #sxsw,Google,No emotion toward brand or product,Neutral,Google
at the google doodles session at #sxsw ballroom b. come say hello!,Google,No emotion toward brand or product,Neutral,Google
"all in google era @mention google looks to the future with mobile, location-based devices | {link}  #sxsw",Google,No emotion toward brand or product,Neutral,Google
seeing google impact dashboard panel at #sxsw but i want more tech details. view source.,Google,No emotion toward brand or product,Neutral,Google
yikes. google is launching 'circles' today at #sxsw? {link},Google,I can't tell,Neutral,Google
"great, google just presented @mention #marissagoogle #sxsw",Google,No emotion toward brand or product,Neutral,Google
"in the google keynote, marissa meyer and some other guy are demoing some new mobile products.  #sxsw",Google,No emotion toward brand or product,Neutral,Google
"rumour google launching circles social network, but rt @mention we're not launching any products at #sxsw but we're doing plenty else.",Google,No emotion toward brand or product,Neutral,Google
40% of google map search is mobile #sxsw (@mention acc - ballroom d w/ 78 others) {link},Google,No emotion toward brand or product,Neutral,Google
40% of google map usage is mobile! yowza #sxsw,Other Google product or service,Positive emotion,Positive,Google
40% of google maps usage is mobile #sxsw -,Google,No emotion toward brand or product,Neutral,Google
"40% of google maps usage is mobile, 150m users using google maps mobile and users drive 128+ miles a year with google maps navigation #sxsw",Google,No emotion toward brand or product,Neutral,Google
"40% of google maps usage is mobile, now has 150 million mobile users. #sxsw (via @mention",Other Google product or service,Positive emotion,Positive,Google
40% of google maps usage is mobile.  wow. @mention #sxsw  via @mention,Google,No emotion toward brand or product,Neutral,Google
40% of google maps usage is mobile.  wow. @mention #sxsw #myegc,Other Google product or service,Positive emotion,Positive,Google
40% of google maps use is mobile #sxsw,Google,No emotion toward brand or product,Neutral,Google
40% of google maps use is mobile #sxsw,Google,No emotion toward brand or product,Neutral,Google
40% of google maps use is mobile marissamayer #sxsw,Google,Positive emotion,Positive,Google
40% of google maps use is mobile says @mention #sxsw,Google,No emotion toward brand or product,Neutral,Google
40% of google maps users are on mobile. #sxsw,Google,No emotion toward brand or product,Neutral,Google
latest google maps mobile app demo #sxsw lots of stats. drink the coolaid.,Google,Positive emotion,Positive,Google
q from google on hulu barry diller: &quot;i don't know how it will end up. good intentions...now what do we do?...tremendous conflict&quot; #sxsw,Google,No emotion toward brand or product,Neutral,Google
at the google party at gsd&amp;m {link} #sxsw,Google,No emotion toward brand or product,Neutral,Google
at the google party...awesome.  #sxsw,Google,Positive emotion,Positive,Google
off to google party with @mention then @mention @mention @mention at www.getdown.com #msusxsw #sxsw tweet me if you're there! (@jeremie),Google,No emotion toward brand or product,Neutral,Google
here's google realtime for #sxsw {link} via @mention,Google,No emotion toward brand or product,Neutral,Google
#sxsw #google saving drivers time and fuel {link} #seo #sem #googlemaps #mobile #topnews,Google,Positive emotion,Positive,Google
20% of google searches are for local information - google trying to fill that need with its places and hotpot services #sxsw,Google,No emotion toward brand or product,Neutral,Google
"at the google session, waiting for marissa mayer #sxsw",Google,No emotion toward brand or product,Neutral,Google
wow! - google to launch new social network at sxsw? {link} #sxsw #google,Google,Positive emotion,Positive,Google
"mayer: google will hire 6,000 people this year in response to audience question of &quot;are you hiring?&quot; #sxsw ^jr",Google,No emotion toward brand or product,Neutral,Google
a mass google-zation (ranking /indexing of educational assets) vs. the lost sea of uncatalogued materials at present #futureofed #gsdm #sxsw,Google,No emotion toward brand or product,Neutral,Google
"apple, google, intel ... go gaga for the go game by @mention @mention  {link} (cc @mention @mention #li #sxsw",Apple,No emotion toward brand or product,Neutral,Apple
"apple, google, intel &amp; others get going gold for the go game  {link} #thegogame #sxsw",Google,Positive emotion,Positive,Google
video: google: &quot;it gets better&quot;  // one of them is featured in the it gets better book due out 3/22! #sxsw #sxswhomo {link},Google,No emotion toward brand or product,Neutral,Google
ben at google: think while making as fast as you can - aim to have a product on day one: #agileagency #sxsw,Google,No emotion toward brand or product,Neutral,Google
seeing google's new maps for mobile with 3d buildings and super fast rendering over network. #sxsw,Google,Positive emotion,Positive,Google
@mention oh hey i remember that :) didn't even bring my laptop to #sxsw panels. ipad 4 life,iPad,Positive emotion,Positive,Apple
"@mention oh, oh, oh! does the ipad come with my #sxsw badge? @mention",Apple,Positive emotion,Positive,Apple
team android at #sxsw ûò full party details revealed! {link} #news #austin #teamandroid,Google,No emotion toward brand or product,Neutral,Google
team android at sxsw ûò full party details revealed! {link} #news #austin #sxsw #team_android,Android,Positive emotion,Positive,Google
team android at sxsw ûò full party details revealed! {link} #sxsw,Android,Positive emotion,Positive,Google
team android choice awards finalists announced! {link} #sxsw,Google,No emotion toward brand or product,Neutral,Google
oh: quadroid is the new wintel - qualcomm + android #sxsw #cloud,Google,No emotion toward brand or product,Neutral,Google
"team android party 3/13 at 7-10! if u show us @mention app on your mobile, u enter to win free nexus s! {link} #sxsw",Google,No emotion toward brand or product,Neutral,Google
team android party at lustre pearl; so nice to be among my people!! #sxsw,Android,Positive emotion,Positive,Google
apple's doing a #sxsw pop up store for ipad2 sayeth @mention {link},Apple,No emotion toward brand or product,Neutral,Apple
are you going to #sxsw in austin and want to win an ipad. mindjet is giving one away. here are the details: {link},Apple,No emotion toward brand or product,Neutral,Apple
"are you going to be at #sxsw and wish you could purchase an ipad 2?

not to worry! - {link} 

well played apple. well played.",iPad,Positive emotion,Positive,Apple
are you going to check out the #apple pop-up shop during #sxsw #sxswi? let us know! {link} #ipad2,Apple,No emotion toward brand or product,Neutral,Apple
will be going to the wordpress #sxsw bbq instead of standing in line for an ipad. wondering if apple.com will deliver to non-billing addr?,Apple,No emotion toward brand or product,Neutral,Apple
bing's project euphoria and social recommendations looks very ipad centric - interface could be real advantage against google. #sxsw,Apple,Positive emotion,Positive,Apple
when i look at crowd at #sxsw everyone has head down looking at ipad or phone. only place where socially awkward is &quot;cool&quot;. :-/,iPad,Positive emotion,Positive,Apple
"amazing joke on bad teeth picture... just google british teeth on google, it's the first hit. @mention dude is killing it! #sxsw",Google,Positive emotion,Positive,Google
austin hookers:  please do not accept apple products for the coochie.  #sxsw,Apple,No emotion toward brand or product,Neutral,Apple
"google spokewoman nadja blagojevic e-mail about google circle: &quot;we are not announcing anything like this at #sxsw, this is an untrue rumor.&quot;",Google,No emotion toward brand or product,Neutral,Google
google looking to launch new social {link} #sxsw #in,Google,No emotion toward brand or product,Neutral,Google
"google looks to the future with mobile, location-based devices | {link}  #sxsw",Google,No emotion toward brand or product,Neutral,Google
really cool shit #google is working on. #google web fonts look hawt. #sxsw @mention,Google,Positive emotion,Positive,Google
really cool! rt @mention stop by and let us make you a custom iphone case! #zazzlesxsw #sxsw #sxswi {link} {link},iPhone,Positive emotion,Positive,Apple
eww and lol. rt @mention just saw a guy tweeting on his ipad while peeing... this is #sxsw,Apple,No emotion toward brand or product,Neutral,Apple
put that old gen 1 ipad down! #sxsw,Apple,No emotion toward brand or product,Neutral,Apple
two year old shows us howmto use ipad #usdes #sxsw,iPad,Positive emotion,Positive,Apple
"rt the coolest iphone 4 &amp; ipad cases at #sxsw, check them out here at #fastcompanygrill #zazzlesxsw #sxswi  http... {link}",Apple,No emotion toward brand or product,Neutral,Apple
any technologist who thinks &quot;search is history should see the 125 person line to get into &quot;google and bing speak on ranking&quot; at #sxsw,Google,No emotion toward brand or product,Neutral,Google
learnt from @mention that there are more google searches for jesus than star wars but not by much #sxsw #allhat,Google,Positive emotion,Positive,Google
"report from @mention that google may announce #circles, a new group-aware social network at #sxsw tonight - {link}",Google,No emotion toward brand or product,Neutral,Google
rumors from #sxsw--could this be true?  - google launching secret new social network called &quot;circles&quot; {link},Google,No emotion toward brand or product,Neutral,Google
"in ballroom a for a couple of sessions: music and ixd, then ipad design #sxsw",Apple,No emotion toward brand or product,Neutral,Apple
"urthots.com announces android promotion available to first 25,000 new users ....  {link} #sxsw #sxswi",Google,No emotion toward brand or product,Neutral,Google
in ballroom d for #marissagoogle (google vp of consumer products). should be interesting. #sxsw,Google,No emotion toward brand or product,Neutral,Google
"at your mom has an ipad: designing for boomers at sxsw.
{link} #sxsw",Apple,No emotion toward brand or product,Neutral,Apple
latest from moose tracker - apple creates a pop-up store in downtown austin to showcase the new ipad 2. {link} #sxsw,Apple,No emotion toward brand or product,Neutral,Apple
scenes from the austin sxsw ipad 2 pop-up shop -- here they are arriving! {link} #sxsw #cnnmoneysxsw,iPad,Positive emotion,Positive,Apple
save me some cash! techcrunch giveaway: an ipad 2åê#techcrunch {link} via @mention #winning! #ipad2 #sxsw #apple,Apple,Positive emotion,Positive,Apple
when is someone going to ask why bing is copying google's search results? #qagb #sxsw #seo,Google,No emotion toward brand or product,Neutral,Google
i think someone will be making a lot of money this week in iphone international roaming charges #sxsw,Apple,No emotion toward brand or product,Neutral,Apple
here he comes ladies! @mention  @mention  rt @mention i'll be at austin convention center w/  @mention showing my  iphone game. #sxsw,Apple,Positive emotion,Positive,Apple
"there's something 2 b said that here at #sxsw, the gadgets of choice in every session r an ipad, macbookpro, or a blackberry. nothing else.",iPad,Positive emotion,Positive,Apple
spotted something rare a few minutes ago...a phone not made by apple (besides mine). #sxsw,Apple,No emotion toward brand or product,Neutral,Apple
@mention omg. only the best conference of all time ever. google it. #sxsw #4sqchat,Google,No emotion toward brand or product,Neutral,Google
#sxsw recommendation engine session was  fantastic!  thanks #google #pandora #youtube #stumbledupon.,Google,Positive emotion,Positive,Google
google: competition for task management solutions? paper. @mention #sxsw #sxswdad,Google,No emotion toward brand or product,Neutral,Google
"rt @mention 
  
the ipad 2 takes over #sxsw {link}",iPad,Positive emotion,Positive,Apple
"rt @mention 
an apple pop-uitp store at #sxsw? there goes my impulse control. j.mp/i41h53 &lt;- see, this is why it's good i'm not there #ooc",Apple,No emotion toward brand or product,Neutral,Apple
"rt @mention 
google to launch major new social network called circles, possibly today {link} #sxsw",Google,No emotion toward brand or product,Neutral,Google
"rt @mention   
google to launch major new social network called circles, possibly today {link} #sxsw #twnp #socmedia",Google,No emotion toward brand or product,Neutral,Google
rt @mention    google (tries again) to launch a new social network called circles: {link} #sxsw,Google,No emotion toward brand or product,Neutral,Google
"rt @mention    google to launch major new social network called circles, possibly today {link} #sxsw #twnp #socmedia",Google,No emotion toward brand or product,Neutral,Google
"rt @mention  @mention to launch major new social network called #circles, possibly today! {link} #sxsw #smm &gt;&gt;really google? now?",Google,No emotion toward brand or product,Neutral,Google
rt @mention  apple is opening a pop-up store in austin for #sxsw {link},Apple,No emotion toward brand or product,Neutral,Apple
"rt @mention  in our studies players tell us, &quot;petting my iphone makes me happy.&quot; #tapworthy #sxsw",iPhone,Positive emotion,Positive,Apple
rt @mention  it's not a rumor: apple is opening up a temporary store in downtown austin for #sxsw and the ipad 2 launch {link},Apple,Positive emotion,Positive,Apple
rt @mention - marissa mayer: google will connect the digital &amp; physical worlds through mobile - {link} #sxsw,Google,No emotion toward brand or product,Neutral,Google
rt @mention : aron pilhofer from the new york times just endorsed html over ipad at the #newsapps #sxsw anû_ (cont) {link},Apple,No emotion toward brand or product,Neutral,Apple
rt @mention : aron pilhofer from the new york times just endorsed html over ipad at the #newsapps #sxsw and asked us not to tweet what he actually said!,Apple,No emotion toward brand or product,Neutral,Apple
rt @mention : aron pilhofer from the new york times just endorsed html over ipad at the #newsapps #sxsw and asked us not to tweet...,Apple,No emotion toward brand or product,Neutral,Apple
rt @mention : we interrupt your regularly scheduled #sxsw geek programming with big news {link} #google #circles,Other Google product or service,Positive emotion,Positive,Google
"rt @mention :) rt @mention &quot;google before you tweet&quot; is the new &quot;think before you speak.&quot; - mark belinsky, #911tweets panel at #sxsw.",Google,No emotion toward brand or product,Neutral,Google
rt @mention :) rt @mention love it. @mention at #sxsw: &quot;apple comes up w/ cool technology no one's ever heard of because they don't go to conferences&quot;,Apple,Positive emotion,Positive,Apple
rt @mention :) rt @mention quantter is launching an iphone app soon. we're participating to launchrock comp at #sxsw {link},Apple,No emotion toward brand or product,Neutral,Apple
rt @mention . @mention double fisting at the keynote #sxsw #apple {link},Apple,No emotion toward brand or product,Neutral,Apple
"rt @mention . @mention yes, and you know i was using a little &quot;jazz hands&quot; while i said that! #pushio #ipad #winning #sxsw #sxswi",Apple,No emotion toward brand or product,Neutral,Apple
rt @mention ..only 9? #sxsw right-brain #mwrc11 left-brain?? :) rt @mention @mention at #sxsw 9 out of 10 attendees have mac or ipad,iPad,Positive emotion,Positive,Apple
"rt @mention .@mention &quot;google launched checkins a month ago.&quot; check ins are ok, but check outs are the future. #sxsw #bizzy",Google,No emotion toward brand or product,Neutral,Google
"rt @mention .@mention bahrain govt turned off google earth. as a result, more people learned about it and govt had to turn it back on. #sxsw",Google,No emotion toward brand or product,Neutral,Google
rt @mention .@mention imagines a future where google asks you &quot;why do you want to know that?&quot; when you search. #sxsw #smscifi,Google,No emotion toward brand or product,Neutral,Google
rt @mention .@mention love it. @mention @mention #sxsw: &quot;apple comes up w/ cool technology no one's ever heard of because they don't go 2 conferences&quot; me 2!,Apple,Positive emotion,Positive,Apple
rt @mention .@mention needs the help of a badass android developer right now for a debugging emergency. know anyone? @mention him. #sxsw,Google,No emotion toward brand or product,Neutral,Google
"rt @mention .@mention rec: give the bad apple a job in a mtg, such as taking notes. make mtg voluntary =&gt; willing participants. #gamestorming #sxsw",Apple,No emotion toward brand or product,Neutral,Apple
"rt @mention .@mention retiring from wine library tv, moving onto daily grape. get the app on yr iphone. #thankyouecon #sxsw",iPad or iPhone App,Positive emotion,Positive,Apple
rt @mention .@mention reveals average time users spent on nyt's oscars ipad app was 16mins: &quot;that blew my mind&quot; #newsapps #sxsw,Apple,No emotion toward brand or product,Neutral,Apple
"rt @mention .@mention would like a data dashboard of what the govt knows about him (like credit score, google data dashboard)  #sxsw",Google,No emotion toward brand or product,Neutral,Google
rt @mention 'google lost its way by caring too much for the business vs. the users' - @mention #psych #sxsw,Google,Negative emotion,Negative,Google
rt @mention 'route around traffic' google maps feature is saving their users 2 years in time. every day. #sxsw #holytrafficjams,Other Google product or service,Positive emotion,Positive,Google
rt @mention 'this technology couldn't happen on an iphone' - nokia #pushsnowboarding #sxsw,iPhone,Negative emotion,Negative,Apple
"rt @mention ûï@mention &quot;google before you tweet&quot; is the new &quot;think before you speak.&quot; - mark belinsky, #911tweets panel at #sxsw.û",Google,Positive emotion,Positive,Google
rt @mention ûï@mention #sxsw beta testing interactive book for ipad app by moonbot studios out of louisiana.  cool app.û,iPad or iPhone App,Positive emotion,Positive,Apple
rt @mention ûï@mention apple is a great example of a retail store layed out for the future - no 'registers' no 'checkout line'  #sxsw,Apple,Positive emotion,Positive,Apple
rt @mention ûï@mention apple is opening up a temporary store in downtown austin for #sxsw and the ipad 2 launch&quot; oh yay more traffic.,Apple,No emotion toward brand or product,Neutral,Apple
rt @mention ûï@mention get a look at #sxsw's rumored #apple &quot;pop-up&quot; store in austin: {link},Apple,No emotion toward brand or product,Neutral,Apple
"rt @mention ûï@mention google to launch major new social network called circles, possibly today {link} #sxsw",Google,No emotion toward brand or product,Neutral,Google
"rt @mention ûï@mention google to launch major new social network called circles, possibly today {link} #sxswû circles are 'closed' #weak",Google,No emotion toward brand or product,Neutral,Google
"rt @mention ûï@mention if you were able to afford to attend #sxsw or buy an ipad today, consider saving a few $$$ for japan earthquake relief. &quot;",Apple,No emotion toward brand or product,Neutral,Apple
rt @mention ûï@mention it's not a rumor: apple is opening up a temporary store in downtown austin for #sxsw and the ipad 2 launch {link},Apple,No emotion toward brand or product,Neutral,Apple
rt @mention ûï@mention sxsw official iphone app here: {link}  enjoy!  #sxsw,iPad or iPhone App,Positive emotion,Positive,Apple
rt @mention ûï@mention we interrupt your regularly scheduled #sxsw geek programming with big news {link}  #google #circlesû sounds interesting,Google,No emotion toward brand or product,Neutral,Google
